"Historical Data"
"From 1998-01-01  to 2019-09-29"
BE0974293251
Date;Open;High;Low;Close;"Number of Shares";"Number of Trades";Turnover
28/02/2019;68;70;67.71;68.55;4,960,598;34,455;341,157,680
01/03/2019;69.22;72.87;69.07;72.8;5,317,036;38,695;382,005,592
04/03/2019;72.6;73.01;71.25;71.65;2,650,858;21,316;190,901,118
05/03/2019;72.07;73.45;71.87;72.68;2,258,051;14,968;164,269,049
06/03/2019;72.75;72.92;71.98;72.47;1,417,640;11,244;102,680,565
07/03/2019;71.85;72.54;71.29;71.75;1,952,139;14,096;140,090,232
08/03/2019;71.75;72;70.36;71.48;1,674,101;13,695;119,328,800
11/03/2019;72;72.35;71.57;71.74;2,041,733;13,895;146,748,216
12/03/2019;72;72.2;71.52;71.82;1,160,276;7,923;83,369,516
13/03/2019;71.1;71.75;70.91;71.13;1,501,595;7,058;106,903,594
14/03/2019;71.16;71.61;70.68;70.68;1,796,764;9,680;127,353,002
15/03/2019;70.46;71.96;70.41;71.71;4,938,024;17,913;353,541,672
18/03/2019;72.16;72.46;72.01;72.36;1,051,049;7,242;75,976,924
19/03/2019;72.5;75;72.44;74.3;2,911,092;21,709;216,293,914
20/03/2019;74.5;74.56;73.13;73.18;1,793,417;12,732;131,752,792
21/03/2019;73.58;73.7;73.07;73.49;1,416,887;10,441;104,055,988
22/03/2019;73.75;73.75;71.65;71.81;2,471,017;16,874;178,655,986
25/03/2019;71.25;71.63;70.6;71.21;1,689,364;12,709;120,102,011
26/03/2019;71.22;72.9;70.76;72.55;1,265,519;8,719;91,618,677
27/03/2019;72.99;74.17;72.67;73.21;2,273,826;16,155;166,847,519
28/03/2019;73.39;73.86;72.76;73.15;1,490,489;10,491;109,337,906
29/03/2019;73.71;74.94;73.6;74.76;2,235,299;13,284;166,807,188
01/04/2019;75;75.36;74.03;74.53;1,535,701;9,517;114,560,034
02/04/2019;74.92;75.87;74.51;74.93;1,378,407;10,175;103,513,543
03/04/2019;75.4;75.57;74.23;74.72;1,452,941;10,167;108,734,774
04/04/2019;74.5;75.67;74.33;75.5;1,312,035;9,569;98,753,636
05/04/2019;76.01;77.44;75.87;76.9;2,479,727;16,685;190,924,962
08/04/2019;76.65;77.37;76.29;76.53;1,296,438;9,874;99,360,063
09/04/2019;76.25;77.26;76.24;76.6;1,268,408;7,657;97,259,732
10/04/2019;76.83;77.98;76.55;77.51;1,561,651;11,072;121,022,087
11/04/2019;77.61;78.22;77.16;78.08;1,379,534;8,208;107,528,314
12/04/2019;77.9;78.81;77.5;78.41;1,602,134;9,161;125,625,338
15/04/2019;78.72;79.01;78.4;78.63;1,377,938;9,600;108,453,257
16/04/2019;78.94;79.09;78.39;78.99;1,254,437;9,615;98,942,500
17/04/2019;78.4;78.64;77.71;78.36;2,273,747;13,727;177,953,112
18/04/2019;78.27;80;78.23;79.84;2,397,858;14,074;191,154,109
23/04/2019;80;80.17;78.86;79.82;1,374,391;9,831;109,450,205
24/04/2019;79.4;79.72;78.56;79.26;1,809,228;14,846;143,407,180
25/04/2019;79;79.17;77.17;77.66;2,012,220;14,569;156,744,011
26/04/2019;77.72;78.52;77.17;78.28;1,456,647;10,219;113,857,033
29/04/2019;78.54;78.87;77.84;78.79;956,363;8,102;75,157,125
30/04/2019;78.79;79.29;78.56;79.26;1,570,075;10,685;124,217,762
02/05/2019;78.75;79.41;78.37;78.75;1,837,150;9,490;144,854,684
03/05/2019;78.31;79.43;78.2;78.83;1,360,927;9,532;107,282,084
06/05/2019;76.75;78.84;76.1;78.55;1,509,396;11,764;117,589,996
07/05/2019;76.81;78.55;75.41;75.75;2,471,377;19,763;188,701,571
08/05/2019;75.76;76.23;75.21;75.92;1,784,583;12,840;135,313,042
09/05/2019;75.5;75.72;73.89;74.19;1,642,281;13,215;122,424,060
10/05/2019;75.3;75.84;74.11;74.11;1,541,893;12,459;115,133,519
13/05/2019;74.5;74.8;72.48;73.26;1,817,106;15,914;133,136,380
14/05/2019;73.8;74.17;73.3;74.17;1,379,145;11,672;101,939,226
15/05/2019;74.24;74.79;73.4;74.67;1,594,388;13,470;118,459,544
16/05/2019;74.64;75.47;73.62;75.41;1,867,134;14,852;139,568,932
17/05/2019;74.71;74.89;73.94;74.3;1,993,598;13,568;148,306,526
20/05/2019;74.19;74.31;72.78;72.97;1,502,587;11,240;109,932,115
21/05/2019;72.95;73.42;72.44;72.87;1,532,699;11,763;111,625,504
22/05/2019;72.47;73.43;72.36;73.43;1,134,881;9,660;82,955,110
23/05/2019;73.34;74.12;73.33;73.7;1,897,369;13,585;139,894,618
24/05/2019;73.99;74.33;73.36;73.53;1,220,901;9,694;90,009,377
27/05/2019;74.04;74.79;74.04;74.29;512,877;4,098;38,144,041
28/05/2019;74.3;74.42;73.46;73.96;1,531,464;8,216;113,295,069
29/05/2019;73.05;73.43;72.43;72.58;1,772,734;12,061;129,121,173
30/05/2019;72.83;74.24;72.83;74;793,102;5,155;58,539,059
31/05/2019;72.5;73.06;71.58;72.61;2,238,007;14,432;162,012,205
03/06/2019;72.36;73.02;71.81;73.02;1,570,635;12,572;114,098,461
04/06/2019;72.69;74.92;72.43;74.3;2,105,834;16,414;155,843,247
05/06/2019;74.22;75.16;73.89;74.35;1,531,797;12,642;113,967,101
06/06/2019;74.5;75.07;73.75;74.25;1,726,003;12,371;128,384,395
07/06/2019;74.48;75.78;74.42;75.47;1,416,472;10,848;106,777,108
10/06/2019;75.56;76.12;75.45;75.7;868,249;7,371;65,743,188
11/06/2019;75.53;76.36;75.25;75.97;1,204,878;9,059;91,494,531
12/06/2019;75.81;76.93;75.6;76.93;1,745,973;11,560;133,898,594
13/06/2019;76.66;76.99;76.15;76.35;1,234,739;8,267;94,389,457
14/06/2019;76.08;76.08;74.82;75.38;1,144,539;9,122;86,212,138
17/06/2019;75.37;75.43;74.63;74.93;875,878;6,404;65,597,551
18/06/2019;74.94;77.72;74.36;77.39;2,020,311;14,158;155,296,070
19/06/2019;77.35;78.14;76.56;77.86;1,411,633;9,776;109,616,593
20/06/2019;78.5;79.89;78.46;78.96;2,558,779;15,553;202,640,046
21/06/2019;79.13;80.15;78.95;79.79;3,820,565;17,102;304,433,371
24/06/2019;79.41;80.03;78.81;79.39;1,298,227;8,094;102,967,230
25/06/2019;78.03;78.89;78.01;78.23;1,366,525;9,366;107,079,313
26/06/2019;77.91;78.07;77.14;77.34;1,516,470;9,902;117,458,725
27/06/2019;76.95;77.09;76.03;76.47;1,380,368;9,675;105,535,227
28/06/2019;76.5;77.95;76.47;77.84;1,721,156;9,854;133,644,822
01/07/2019;78.2;78.84;77.68;78.3;1,667,332;12,879;130,316,797
02/07/2019;78.6;79.97;78.6;79.92;1,638,608;11,633;130,515,553
03/07/2019;80.21;83.46;80.21;83.21;2,901,275;22,336;239,604,772
04/07/2019;83.47;83.8;82.51;82.72;1,034,404;8,618;85,832,679
05/07/2019;82.73;83.34;82.06;82.5;1,622,776;12,484;134,065,361
08/07/2019;82.32;82.98;82.22;82.31;1,082,173;8,652;89,244,750
09/07/2019;81.77;82.31;80.7;81.89;1,433,096;11,323;117,419,977
10/07/2019;81.07;82.2;80.61;80.77;1,870,969;15,221;151,821,403
11/07/2019;80.5;81.11;79.55;79.8;1,909,179;15,528;153,015,106
12/07/2019;77;79;76.93;78.93;2,797,861;18,571;219,718,815
15/07/2019;76.69;78.64;76.69;78.44;1,849,907;16,040;144,276,184
16/07/2019;78.46;79.04;78.3;78.75;1,382,527;10,380;108,813,686
17/07/2019;78.75;79.91;78.44;79.16;1,581,167;12,058;125,322,202
18/07/2019;78.58;79.54;78.51;79.22;1,332,057;10,611;105,404,662
19/07/2019;82.1;84.36;81.88;83.61;3,852,109;28,800;320,965,197
22/07/2019;84.1;84.96;83.91;84.5;2,120,795;16,266;179,054,247
23/07/2019;84.45;86.02;84.45;85.7;1,930,598;13,723;165,095,985
24/07/2019;85.88;86.71;85.77;86.33;1,772,214;12,098;152,937,966
25/07/2019;88.06;91.88;88.06;90;5,060,350;44,069;457,119,737
26/07/2019;89.4;90.61;89.1;90.43;2,861,620;22,335;258,045,565
29/07/2019;90.11;91.84;90.11;91.38;2,100,404;17,721;191,819,716
30/07/2019;91.4;91.65;90.24;90.88;2,096,916;16,258;190,782,336
31/07/2019;90.88;91.41;90.39;91.07;1,953,151;16,383;177,574,665
01/08/2019;91;92.71;90.61;92.71;2,050,366;16,928;188,760,591
02/08/2019;90.51;91.57;89.47;89.88;2,495,795;21,285;225,030,059
05/08/2019;89.1;89.75;86.88;87.65;2,476,397;20,877;217,543,698
06/08/2019;87.17;88;86.32;86.77;2,380,982;19,732;207,421,797
07/08/2019;86.77;87.5;85.81;86.8;1,652,007;15,875;143,262,072
08/08/2019;88.2;88.81;86.57;87.57;2,088,308;16,889;182,983,444
09/08/2019;87.54;88.24;86.92;87.24;1,420,475;11,747;124,142,187
12/08/2019;87.69;88.68;85.87;86.22;1,291,948;11,247;111,903,259
13/08/2019;85.54;86.66;84.35;85.73;2,331,023;20,507;199,181,741
14/08/2019;85.89;86.17;83.51;84.2;1,878,372;16,536;158,752,913
15/08/2019;84.51;84.9;82.79;84.51;1,755,783;19,546;147,715,354
16/08/2019;84.84;86.25;84.69;85.63;1,377,452;12,729;117,883,534
19/08/2019;86.57;86.88;86.12;86.57;941,879;8,074;81,534,452
20/08/2019;86.29;87.15;85.64;85.66;1,160,903;10,897;99,893,029
21/08/2019;86;86.91;85.83;86.64;1,235,408;9,898;106,867,365
22/08/2019;86.46;87.36;85.83;86.15;1,255,217;9,480;108,452,750
23/08/2019;86.74;87.3;85.56;85.56;1,117,744;8,962;96,307,045
26/08/2019;84.72;85.45;83.69;85.1;1,094,506;9,921;92,959,590
27/08/2019;85.25;86.06;84.56;85.16;1,591,835;9,572;135,697,473
28/08/2019;84.29;84.4;83.15;84.3;1,387,534;11,806;116,612,190
29/08/2019;84.23;86.53;84.18;86.11;1,520,780;14,883;130,726,381
30/08/2019;86.2;87.04;85.82;86.2;1,248,847;7,849;107,746,744
02/09/2019;86.01;86.84;85.99;86.23;673,139;6,268;58,101,816
03/09/2019;86.27;86.27;85.18;85.94;998,056;9,657;85,565,484
04/09/2019;86.01;86.32;85.62;85.67;1,049,409;8,916;90,071,347
05/09/2019;85.95;86.36;84.43;84.95;1,528,902;12,347;130,007,986
06/09/2019;84.48;84.65;83.71;84.5;1,506,427;12,926;126,956,272
09/09/2019;84.34;86.14;84.21;86.06;1,514,073;12,277;129,352,463
10/09/2019;86.53;86.74;84.96;85.14;1,739,715;13,982;148,802,675
11/09/2019;85.23;85.58;83.66;85.41;1,623,318;15,595;137,584,281
12/09/2019;86.82;89.71;86.5;87.9;2,618,646;22,826;230,387,144
13/09/2019;87.72;87.93;86.74;87.19;1,476,256;12,002;128,800,558
16/09/2019;86.69;87.94;86.54;86.98;1,179,673;9,529;102,707,910
17/09/2019;86.85;88.6;86.85;87.42;1,451,097;12,611;127,185,948
18/09/2019;87.58;88.1;87.03;87.64;1,155,969;6,155;101,253,990
19/09/2019;87.17;87.24;86;86.4;1,303,517;8,786;112,719,010
20/09/2019;86.62;88.07;85.64;88.07;4,625,677;18,666;406,006,204
23/09/2019;87.18;87.84;87.04;87.47;1,377,025;11,465;120,364,118
24/09/2019;87.04;87.44;85.34;85.34;1,474,518;10,651;126,589,980
25/09/2019;84.72;86.75;84.56;86.22;1,355,375;10,948;116,631,557
26/09/2019;85.35;87.06;85.35;86.82;837,450;6,818;72,482,845
27/09/2019;87.11;87.72;86.66;87.04;1,024,089;7,158;89,115,020
